fold,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
0,Choquistic 1-additive [unweighted],drawdown_severity,-0.10030803727635805,0.10030803727635805,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.20499090876325055,-0.10408700255937148
0,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.010749598543441458,0.010749598543441458,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.013486493541442768,0.054310811439349495
0,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.03219645929201803,0.03219645929201803,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.05298276531251758,0.22038157236547518
0,Choquistic 1-additive [unweighted],market_loss_1d,0.03474802081014579,0.03474802081014579,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.02978466880552995,0.13108127998808738
0,Choquistic 1-additive [unweighted],negative_momentum_21d,0.04173954850333348,0.04173954850333348,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.012837908810441575,0.11732264587993098
0,Choquistic 1-additive [unweighted],realized_volatility_20d,-0.0637447858431451,0.0637447858431451,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.2709040871327536,0.09558676047162838
0,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,0.020711233832408617,0.020711233832408617,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.0008650557871269317,0.4922570581962778
0,Choquistic 1-additive [unweighted],vix,-0.07161941947198026,0.07161941947198026,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.25885395882276724,0.01646888385298691
0,Choquistic 2-additive [balanced],average_equity_correlation_60d,-0.16528416302076915,0.16528416302076915,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.3902459574993019,-0.04849214028975754
0,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.099667934207796,0.099667934207796,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.26898618238761646,0.06830284171553287
0,Choquistic 2-additive [balanced],drawdown_severity,-0.10030803727635805,0.10030803727635805,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.20499090876325055,-0.10408700255937148
0,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.010749598543441458,0.010749598543441458,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.013486493541442768,0.054310811439349495
0,Choquistic 2-additive [balanced],liquidity_stress_20d,0.03219645929201803,0.03219645929201803,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.05298276531251758,0.22038157236547518
0,Choquistic 2-additive [balanced],market_loss_1d,0.03474802081014579,0.03474802081014579,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.02978466880552995,0.13108127998808738
0,Choquistic 2-additive [balanced],negative_momentum_21d,0.04173954850333348,0.04173954850333348,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.012837908810441575,0.11732264587993098
0,Choquistic 2-additive [balanced],realized_volatility_20d,-0.0637447858431451,0.0637447858431451,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.2709040871327536,0.09558676047162838
0,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.020711233832408617,0.020711233832408617,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.0008650557871269317,0.4922570581962778
0,Choquistic 2-additive [balanced],vix,-0.07161941947198026,0.07161941947198026,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.25885395882276724,0.01646888385298691
0,Choquistic 2-additive [unweighted],average_equity_correlation_60d,-0.16528416302076915,0.16528416302076915,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.3902459574993019,-0.04849214028975754
0,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.099667934207796,0.099667934207796,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.26898618238761646,0.06830284171553287
0,Choquistic 2-additive [unweighted],drawdown_severity,-0.10030803727635805,0.10030803727635805,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.20499090876325055,-0.10408700255937148
0,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.010749598543441458,0.010749598543441458,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.013486493541442768,0.054310811439349495
0,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.03219645929201803,0.03219645929201803,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.05298276531251758,0.22038157236547518
0,Choquistic 2-additive [unweighted],market_loss_1d,0.03474802081014579,0.03474802081014579,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.02978466880552995,0.13108127998808738
0,Choquistic 2-additive [unweighted],negative_momentum_21d,0.04173954850333348,0.04173954850333348,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.012837908810441575,0.11732264587993098
0,Choquistic 2-additive [unweighted],realized_volatility_20d,-0.0637447858431451,0.0637447858431451,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.2709040871327536,0.09558676047162838
0,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.020711233832408617,0.020711233832408617,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.0008650557871269317,0.4922570581962778
0,Choquistic 2-additive [unweighted],vix,-0.07161941947198026,0.07161941947198026,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.25885395882276724,0.01646888385298691
0,Logistic oriented [balanced],average_equity_correlation_60d,-0.16528416302076915,0.16528416302076915,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.3902459574993019,-0.04849214028975754
0,Logistic oriented [balanced],baa_credit_spread_pct,0.099667934207796,0.099667934207796,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.26898618238761646,0.06830284171553287
0,Logistic oriented [balanced],drawdown_severity,-0.10030803727635805,0.10030803727635805,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.20499090876325055,-0.10408700255937148
0,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.010749598543441458,0.010749598543441458,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.013486493541442768,0.054310811439349495
0,Logistic oriented [balanced],liquidity_stress_20d,0.03219645929201803,0.03219645929201803,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.05298276531251758,0.22038157236547518
0,Logistic oriented [balanced],market_loss_1d,0.03474802081014579,0.03474802081014579,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.02978466880552995,0.13108127998808738
0,Logistic oriented [balanced],negative_momentum_21d,0.04173954850333348,0.04173954850333348,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.012837908810441575,0.11732264587993098
0,Logistic oriented [balanced],realized_volatility_20d,-0.0637447858431451,0.0637447858431451,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.2709040871327536,0.09558676047162838
0,Logistic oriented [balanced],term_spread_10y_2y_pct,0.020711233832408617,0.020711233832408617,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.0008650557871269317,0.4922570581962778
0,Logistic oriented [balanced],vix,-0.07161941947198026,0.07161941947198026,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.25885395882276724,0.01646888385298691
0,Logistic oriented [unweighted],average_equity_correlation_60d,-0.16528416302076915,0.16528416302076915,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.3902459574993019,-0.04849214028975754
0,Logistic oriented [unweighted],baa_credit_spread_pct,0.099667934207796,0.099667934207796,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.26898618238761646,0.06830284171553287
0,Logistic oriented [unweighted],drawdown_severity,-0.10030803727635805,0.10030803727635805,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.20499090876325055,-0.10408700255937148
0,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.010749598543441458,0.010749598543441458,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.013486493541442768,0.054310811439349495
0,Logistic oriented [unweighted],liquidity_stress_20d,0.03219645929201803,0.03219645929201803,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.05298276531251758,0.22038157236547518
0,Logistic oriented [unweighted],market_loss_1d,0.03474802081014579,0.03474802081014579,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.02978466880552995,0.13108127998808738
0,Logistic oriented [unweighted],negative_momentum_21d,0.04173954850333348,0.04173954850333348,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.012837908810441575,0.11732264587993098
0,Logistic oriented [unweighted],realized_volatility_20d,-0.0637447858431451,0.0637447858431451,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.2709040871327536,0.09558676047162838
0,Logistic oriented [unweighted],term_spread_10y_2y_pct,0.020711233832408617,0.020711233832408617,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.0008650557871269317,0.4922570581962778
0,Logistic oriented [unweighted],vix,-0.07161941947198026,0.07161941947198026,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),360,training only (frozen before validation refit),0.0,-0.25885395882276724,0.01646888385298691
1,Choquistic 1-additive [balanced],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Choquistic 1-additive [balanced],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Choquistic 1-additive [balanced],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
1,Choquistic 1-additive [balanced],liquidity_stress_20d,0.16892200014477543,0.16892200014477543,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.14711508459616265,0.0,0.0
1,Choquistic 1-additive [balanced],market_loss_1d,0.11190587623999664,0.11190587623999664,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13230611583151947,0.0,0.0
1,Choquistic 1-additive [balanced],negative_momentum_21d,0.13011522924443847,0.13011522924443847,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13045684038503244,0.0,0.0
1,Choquistic 1-additive [balanced],realized_volatility_20d,0.1009003144540277,0.1009003144540277,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.06230404606762468,0.0,0.0
1,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,0.10315821197140691,0.10315821197140691,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.31660078645438455,0.0,0.0
1,Choquistic 1-additive [balanced],vix,0.13298668543245862,0.13298668543245862,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.08029176831225451,0.0,0.0
1,Choquistic 1-additive [unweighted],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Choquistic 1-additive [unweighted],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Choquistic 1-additive [unweighted],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
1,Choquistic 1-additive [unweighted],liquidity_stress_20d,0.16892200014477543,0.16892200014477543,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.14711508459616265,0.0,0.0
1,Choquistic 1-additive [unweighted],market_loss_1d,0.11190587623999664,0.11190587623999664,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13230611583151947,0.0,0.0
1,Choquistic 1-additive [unweighted],negative_momentum_21d,0.13011522924443847,0.13011522924443847,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13045684038503244,0.0,0.0
1,Choquistic 1-additive [unweighted],realized_volatility_20d,0.1009003144540277,0.1009003144540277,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.06230404606762468,0.0,0.0
1,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,0.10315821197140691,0.10315821197140691,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.31660078645438455,0.0,0.0
1,Choquistic 1-additive [unweighted],vix,0.13298668543245862,0.13298668543245862,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.08029176831225451,0.0,0.0
1,Choquistic 2-additive [balanced],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Choquistic 2-additive [balanced],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Choquistic 2-additive [balanced],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
1,Choquistic 2-additive [balanced],liquidity_stress_20d,0.16892200014477543,0.16892200014477543,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.14711508459616265,0.0,0.0
1,Choquistic 2-additive [balanced],market_loss_1d,0.11190587623999664,0.11190587623999664,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13230611583151947,0.0,0.0
1,Choquistic 2-additive [balanced],negative_momentum_21d,0.13011522924443847,0.13011522924443847,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13045684038503244,0.0,0.0
1,Choquistic 2-additive [balanced],realized_volatility_20d,0.1009003144540277,0.1009003144540277,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.06230404606762468,0.0,0.0
1,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,0.10315821197140691,0.10315821197140691,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.31660078645438455,0.0,0.0
1,Choquistic 2-additive [balanced],vix,0.13298668543245862,0.13298668543245862,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.08029176831225451,0.0,0.0
1,Choquistic 2-additive [unweighted],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Choquistic 2-additive [unweighted],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
1,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.16892200014477543,0.16892200014477543,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.14711508459616265,0.0,0.0
1,Choquistic 2-additive [unweighted],market_loss_1d,0.11190587623999664,0.11190587623999664,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13230611583151947,0.0,0.0
1,Choquistic 2-additive [unweighted],negative_momentum_21d,0.13011522924443847,0.13011522924443847,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13045684038503244,0.0,0.0
1,Choquistic 2-additive [unweighted],realized_volatility_20d,0.1009003144540277,0.1009003144540277,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.06230404606762468,0.0,0.0
1,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,0.10315821197140691,0.10315821197140691,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.31660078645438455,0.0,0.0
1,Choquistic 2-additive [unweighted],vix,0.13298668543245862,0.13298668543245862,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.08029176831225451,0.0,0.0
1,Logistic oriented [balanced],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Logistic oriented [balanced],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Logistic oriented [balanced],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
1,Logistic oriented [balanced],liquidity_stress_20d,0.16892200014477543,0.16892200014477543,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.14711508459616265,0.0,0.0
1,Logistic oriented [balanced],market_loss_1d,0.11190587623999664,0.11190587623999664,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13230611583151947,0.0,0.0
1,Logistic oriented [balanced],negative_momentum_21d,0.13011522924443847,0.13011522924443847,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.13045684038503244,0.0,0.0
1,Logistic oriented [balanced],realized_volatility_20d,0.1009003144540277,0.1009003144540277,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.06230404606762468,0.0,0.0
1,Logistic oriented [balanced],term_spread_10y_2y_pct,0.10315821197140691,0.10315821197140691,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.31660078645438455,0.0,0.0
1,Logistic oriented [balanced],vix,0.13298668543245862,0.13298668543245862,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.08029176831225451,0.0,0.0
1,Logistic oriented [unweighted],average_equity_correlation_60d,0.04810381007880007,0.04810381007880007,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),-0.010063482445600307,0.0,0.0
1,Logistic oriented [unweighted],baa_credit_spread_pct,0.12815875484997852,0.12815875484997852,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.061294878342863186,0.0,0.0
1,Logistic oriented [unweighted],drawdown_severity,0.07738514952507772,0.07738514952507772,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.012330536536894919,0.0,0.0
1,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.10494727280659626,0.10494727280659626,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),367,training only (frozen before validation refit),0.12932632179101505,0.0,0.0
