fold,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
0,Choquet 2-additive L1,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,Choquet 2-additive L1,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,Choquet 2-additive L1,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,Choquet 2-additive L1,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,Choquet 2-additive L1,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,Choquet 2-additive L1,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,Choquet 2-additive L1,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,Choquet 2-additive L1,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
0,Choquet 2-additive scaled-q,average_equity_correlation_60d,0.006070385746948093,0.006070385746948093,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.1044020189758488,-0.02970581181565432,0.05342323992218771
0,Choquet 2-additive scaled-q,baa_credit_spread_pct,-0.014378071631261367,0.014378071631261367,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03612255735164702,-0.04413716510201084,0.03594956238981746
0,Choquet 2-additive scaled-q,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,Choquet 2-additive scaled-q,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,Choquet 2-additive scaled-q,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,Choquet 2-additive scaled-q,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,Choquet 2-additive scaled-q,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,Choquet 2-additive scaled-q,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,Choquet 2-additive scaled-q,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,Choquet 2-additive scaled-q,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
0,Choquet 2-additive scaled-q L1,average_equity_correlation_60d,0.006070385746948093,0.006070385746948093,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.1044020189758488,-0.02970581181565432,0.05342323992218771
0,Choquet 2-additive scaled-q L1,baa_credit_spread_pct,-0.014378071631261367,0.014378071631261367,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03612255735164702,-0.04413716510201084,0.03594956238981746
0,Choquet 2-additive scaled-q L1,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,Choquet 2-additive scaled-q L1,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,Choquet 2-additive scaled-q L1,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,Choquet 2-additive scaled-q L1,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,Choquet 2-additive scaled-q L1,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,Choquet 2-additive scaled-q L1,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,Choquet 2-additive scaled-q L1,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,Choquet 2-additive scaled-q L1,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
0,Fuzzy Choquet neural network,average_equity_correlation_60d,0.006070385746948093,0.006070385746948093,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.1044020189758488,-0.02970581181565432,0.05342323992218771
0,Fuzzy Choquet neural network,baa_credit_spread_pct,-0.014378071631261367,0.014378071631261367,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03612255735164702,-0.04413716510201084,0.03594956238981746
0,Fuzzy Choquet neural network,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,Fuzzy Choquet neural network,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,Fuzzy Choquet neural network,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,Fuzzy Choquet neural network,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,Fuzzy Choquet neural network,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,Fuzzy Choquet neural network,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,Fuzzy Choquet neural network,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,Fuzzy Choquet neural network,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
0,Monotone linear,average_equity_correlation_60d,0.006070385746948093,0.006070385746948093,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.1044020189758488,-0.02970581181565432,0.05342323992218771
0,Monotone linear,baa_credit_spread_pct,-0.014378071631261367,0.014378071631261367,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03612255735164702,-0.04413716510201084,0.03594956238981746
0,Monotone linear,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,Monotone linear,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,Monotone linear,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,Monotone linear,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,Monotone linear,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,Monotone linear,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,Monotone linear,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,Monotone linear,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
0,OLS oriented,average_equity_correlation_60d,0.006070385746948093,0.006070385746948093,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.1044020189758488,-0.02970581181565432,0.05342323992218771
0,OLS oriented,baa_credit_spread_pct,-0.014378071631261367,0.014378071631261367,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03612255735164702,-0.04413716510201084,0.03594956238981746
0,OLS oriented,drawdown_severity,-0.01530251789014956,0.01530251789014956,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13499701814992565,-0.17258656707903328,0.0428171026148287
0,OLS oriented,lagged_portfolio_loss_1d,-0.027589245231132323,0.027589245231132323,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.052056324900615396,-0.024926001974201615,-0.010032133714523652
0,OLS oriented,liquidity_stress_20d,0.0198192465761896,0.0198192465761896,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.022444754670669472,-0.08485552227872124,0.08855134663542438
0,OLS oriented,market_loss_1d,-0.019504274925194597,0.019504274925194597,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.00036628135045078486,-0.07491400978875264,-0.02143291185236796
0,OLS oriented,negative_momentum_21d,-0.006777686246414376,0.006777686246414376,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.016010154557099567,-0.09257519801801073,0.011370707768139346
0,OLS oriented,realized_volatility_20d,0.01992670706553784,0.01992670706553784,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05598622345100904,-0.12181029471232666,0.0812261867747217
0,OLS oriented,term_spread_10y_2y_pct,-0.022354369999267917,0.022354369999267917,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.04322272570504833,-0.037596550580496754,-0.09258684150811745
0,OLS oriented,vix,-0.04000758979657962,0.04000758979657962,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.13212518633767342,-0.09541057376170005,0.017261028437268865
1,Choquet 1-additive,average_equity_correlation_60d,0.0048515412197803805,0.0048515412197803805,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.009471290697085204,0.036905581970602466,-0.05085350558415421
1,Choquet 1-additive,baa_credit_spread_pct,-0.02559390759400258,0.02559390759400258,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.0033125174018428342,-0.05479256867549782,-0.11663988982388188
1,Choquet 1-additive,drawdown_severity,-0.021937309335659207,0.021937309335659207,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.059353705629946026,-0.05286465969122189,-0.05036840503403562
1,Choquet 1-additive,lagged_portfolio_loss_1d,-0.01911682625620239,0.01911682625620239,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.009575549540522046,-0.10535976594518766,0.011924746307624369
1,Choquet 1-additive,liquidity_stress_20d,-0.0011636722752927109,0.0011636722752927109,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.0012312779716712762,-0.014185170658306915,-0.08174383606369007
1,Choquet 1-additive,market_loss_1d,-0.05776961204165508,0.05776961204165508,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.10750924831809587,-0.060203321313228086,-0.030289564819122424
1,Choquet 1-additive,negative_momentum_21d,-0.012891865471356382,0.012891865471356382,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.01243265052453348,-0.07728812152376144,-0.0109928221165411
1,Choquet 1-additive,realized_volatility_20d,0.008415757291381594,0.008415757291381594,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.03606410786063438,0.018328796288286164,0.0003455858176844465
1,Choquet 1-additive,term_spread_10y_2y_pct,-0.02569502277670823,0.02569502277670823,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.03360783422993222,-0.0019493433911433014,-0.003538191455546844
1,Choquet 1-additive,vix,-0.024933440987523224,0.024933440987523224,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.05264561522715834,-0.0354924133056104,-0.033432190207393624
1,Choquet 1-additive scaled-q,average_equity_correlation_60d,0.0048515412197803805,0.0048515412197803805,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.009471290697085204,0.036905581970602466,-0.05085350558415421
1,Choquet 1-additive scaled-q,baa_credit_spread_pct,-0.02559390759400258,0.02559390759400258,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.0033125174018428342,-0.05479256867549782,-0.11663988982388188
1,Choquet 1-additive scaled-q,drawdown_severity,-0.021937309335659207,0.021937309335659207,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.059353705629946026,-0.05286465969122189,-0.05036840503403562
1,Choquet 1-additive scaled-q,lagged_portfolio_loss_1d,-0.01911682625620239,0.01911682625620239,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.009575549540522046,-0.10535976594518766,0.011924746307624369
1,Choquet 1-additive scaled-q,liquidity_stress_20d,-0.0011636722752927109,0.0011636722752927109,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.0012312779716712762,-0.014185170658306915,-0.08174383606369007
1,Choquet 1-additive scaled-q,market_loss_1d,-0.05776961204165508,0.05776961204165508,0.2,False,1.0,True,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),-0.10750924831809587,-0.060203321313228086,-0.030289564819122424
1,Choquet 1-additive scaled-q,negative_momentum_21d,-0.012891865471356382,0.012891865471356382,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),1005,training only (frozen before validation refit),0.01243265052453348,-0.07728812152376144,-0.0109928221165411
