fold,model,feature,training_correlation,absolute_training_correlation,minimum_absolute_correlation,meets_correlation_threshold,subperiod_sign_agreement,sign_stable,stability_required,orientation_supported,orientation_sign,transformation,orientation_training_observations,orientation_source,training_subperiod_1_correlation,training_subperiod_2_correlation,training_subperiod_3_correlation
5,Choquistic 2-additive [balanced],vix,0.2394394558068772,0.2394394558068772,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.15924889827066718,0.0,0.0
5,Choquistic 2-additive [unweighted],average_equity_correlation_60d,0.19181206933254016,0.19181206933254016,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.021702737343065503,0.0,0.0
5,Choquistic 2-additive [unweighted],baa_credit_spread_pct,0.08177868520890771,0.08177868520890771,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.07907062039657418,0.0,0.0
5,Choquistic 2-additive [unweighted],drawdown_severity,0.22888996045323934,0.22888996045323934,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.11992848176541579,0.0,0.0
5,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.3315612234132333,0.3315612234132333,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.37905333636402117,0.0,0.0
5,Choquistic 2-additive [unweighted],liquidity_stress_20d,0.13554426783258583,0.13554426783258583,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.004694708877243577,0.0,0.0
5,Choquistic 2-additive [unweighted],market_loss_1d,-0.10590879087616117,0.10590879087616117,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.1341173561945917,0.0,0.0
5,Choquistic 2-additive [unweighted],negative_momentum_21d,0.2762246628803476,0.2762246628803476,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.27659261125658,0.0,0.0
5,Choquistic 2-additive [unweighted],realized_volatility_20d,0.20363630015037637,0.20363630015037637,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.08924834899985125,0.0,0.0
5,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,-0.19452875384105345,0.19452875384105345,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.13251925225688485,0.0,0.0
5,Choquistic 2-additive [unweighted],vix,0.2394394558068772,0.2394394558068772,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.15924889827066718,0.0,0.0
5,Logistic oriented [balanced],average_equity_correlation_60d,0.19181206933254016,0.19181206933254016,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.021702737343065503,0.0,0.0
5,Logistic oriented [balanced],baa_credit_spread_pct,0.08177868520890771,0.08177868520890771,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.07907062039657418,0.0,0.0
5,Logistic oriented [balanced],drawdown_severity,0.22888996045323934,0.22888996045323934,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.11992848176541579,0.0,0.0
5,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.3315612234132333,0.3315612234132333,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.37905333636402117,0.0,0.0
5,Logistic oriented [balanced],liquidity_stress_20d,0.13554426783258583,0.13554426783258583,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.004694708877243577,0.0,0.0
5,Logistic oriented [balanced],market_loss_1d,-0.10590879087616117,0.10590879087616117,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.1341173561945917,0.0,0.0
5,Logistic oriented [balanced],negative_momentum_21d,0.2762246628803476,0.2762246628803476,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.27659261125658,0.0,0.0
5,Logistic oriented [balanced],realized_volatility_20d,0.20363630015037637,0.20363630015037637,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.08924834899985125,0.0,0.0
5,Logistic oriented [balanced],term_spread_10y_2y_pct,-0.19452875384105345,0.19452875384105345,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.13251925225688485,0.0,0.0
5,Logistic oriented [balanced],vix,0.2394394558068772,0.2394394558068772,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.15924889827066718,0.0,0.0
5,Logistic oriented [unweighted],average_equity_correlation_60d,0.19181206933254016,0.19181206933254016,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),0.021702737343065503,0.0,0.0
5,Logistic oriented [unweighted],baa_credit_spread_pct,0.08177868520890771,0.08177868520890771,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.07907062039657418,0.0,0.0
5,Logistic oriented [unweighted],drawdown_severity,0.22888996045323934,0.22888996045323934,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.11992848176541579,0.0,0.0
5,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.3315612234132333,0.3315612234132333,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.37905333636402117,0.0,0.0
5,Logistic oriented [unweighted],liquidity_stress_20d,0.13554426783258583,0.13554426783258583,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.004694708877243577,0.0,0.0
5,Logistic oriented [unweighted],market_loss_1d,-0.10590879087616117,0.10590879087616117,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.1341173561945917,0.0,0.0
5,Logistic oriented [unweighted],negative_momentum_21d,0.2762246628803476,0.2762246628803476,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.27659261125658,0.0,0.0
5,Logistic oriented [unweighted],realized_volatility_20d,0.20363630015037637,0.20363630015037637,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.08924834899985125,0.0,0.0
5,Logistic oriented [unweighted],term_spread_10y_2y_pct,-0.19452875384105345,0.19452875384105345,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),376,training only (frozen before validation refit),-0.13251925225688485,0.0,0.0
5,Logistic oriented [unweighted],vix,0.2394394558068772,0.2394394558068772,0.2,True,0.3333333333333333,False,False,True,1.0,unchanged (positive training correlation),376,training only (frozen before validation refit),0.15924889827066718,0.0,0.0
6,Choquistic 1-additive [balanced],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Choquistic 1-additive [balanced],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Choquistic 1-additive [balanced],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Choquistic 1-additive [balanced],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Choquistic 1-additive [balanced],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Choquistic 1-additive [balanced],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Choquistic 1-additive [balanced],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Choquistic 1-additive [balanced],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Choquistic 1-additive [balanced],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Choquistic 1-additive [balanced],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
6,Choquistic 1-additive [unweighted],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Choquistic 1-additive [unweighted],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Choquistic 1-additive [unweighted],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Choquistic 1-additive [unweighted],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Choquistic 1-additive [unweighted],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Choquistic 1-additive [unweighted],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Choquistic 1-additive [unweighted],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Choquistic 1-additive [unweighted],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Choquistic 1-additive [unweighted],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Choquistic 1-additive [unweighted],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
6,Choquistic 2-additive [balanced],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Choquistic 2-additive [balanced],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Choquistic 2-additive [balanced],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Choquistic 2-additive [balanced],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Choquistic 2-additive [balanced],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Choquistic 2-additive [balanced],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Choquistic 2-additive [balanced],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Choquistic 2-additive [balanced],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Choquistic 2-additive [balanced],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Choquistic 2-additive [balanced],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
6,Choquistic 2-additive [unweighted],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Choquistic 2-additive [unweighted],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Choquistic 2-additive [unweighted],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Choquistic 2-additive [unweighted],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Choquistic 2-additive [unweighted],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Choquistic 2-additive [unweighted],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Choquistic 2-additive [unweighted],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Choquistic 2-additive [unweighted],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Choquistic 2-additive [unweighted],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Choquistic 2-additive [unweighted],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
6,Logistic oriented [balanced],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Logistic oriented [balanced],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Logistic oriented [balanced],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Logistic oriented [balanced],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Logistic oriented [balanced],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Logistic oriented [balanced],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Logistic oriented [balanced],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Logistic oriented [balanced],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Logistic oriented [balanced],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Logistic oriented [balanced],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
6,Logistic oriented [unweighted],average_equity_correlation_60d,0.10449808577162202,0.10449808577162202,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.07338415625806319,-0.019601738507940267
6,Logistic oriented [unweighted],baa_credit_spread_pct,-0.011705577873773155,0.011705577873773155,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.11640243283349877,-0.06812020685870074
6,Logistic oriented [unweighted],drawdown_severity,0.14376948234164444,0.14376948234164444,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.010846940803604588,-0.03132200594174639
6,Logistic oriented [unweighted],lagged_portfolio_loss_1d,0.10932463801493787,0.10932463801493787,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.018270958598451556,0.12630104811226808
6,Logistic oriented [unweighted],liquidity_stress_20d,-0.006777664294764837,0.006777664294764837,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.10294988674921629,-0.0397037152483314
6,Logistic oriented [unweighted],market_loss_1d,0.05041962061765185,0.05041962061765185,0.2,False,0.6666666666666666,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.08305377915712546,0.012239676246698432
6,Logistic oriented [unweighted],negative_momentum_21d,0.14598874190625913,0.14598874190625913,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.003717428082922694,0.046173061463594
6,Logistic oriented [unweighted],realized_volatility_20d,0.13641007816563405,0.13641007816563405,0.2,False,0.0,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,-0.0894732878387594,-0.05453394292936835
6,Logistic oriented [unweighted],term_spread_10y_2y_pct,-0.2164716199484319,0.2164716199484319,0.2,True,0.3333333333333333,False,False,True,-1.0,multiplied by -1,375,training only (frozen before validation refit),0.0,0.054403085747829774,-0.013346353972325512
6,Logistic oriented [unweighted],vix,0.12992687637267,0.12992687637267,0.2,False,0.3333333333333333,False,False,False,1.0,unchanged (below absolute correlation threshold),375,training only (frozen before validation refit),0.0,0.02736888834489066,-0.026007184077212486
